MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass,LAT_scaled,LON_scaled
316028179,2023-01-01T00:04:26,48.41788,-123.39293,8.7,27.1,511.0,4 EVER WILD,IMO0000000,4 EVER,60.0,,25.0,7.0,,,B,0.9602050549797811,0.36678297866587695
368084490,2023-01-01T00:02:43,47.2814,-122.40263,0.1,55.3,511.0,VALINOR,IMO0000000,WDK7440,37.0,,20.0,6.0,,,B,0.9269515042632006,0.3772421868035909
367780350,2023-01-01T00:05:50,40.64755,-89.61078,0.0,360.0,511.0,PRAIRIE MOON,,WDJ4708,31.0,0.0,,,,0.0,A,0.7328442015203565,0.7235784327600607
538009561,2023-01-01T00:00:01,27.63435,-82.56428,2.5,354.1,321.0,DEL MONTE SPIRIT,IMO9869679,V7A4891,70.0,0.0,192.0,30.0,8.3,70.0,A,0.35207629871079876,0.7980011431936676
367387060,2023-01-01T00:02:35,29.60288,-89.86642,0.1,260.0,511.0,MISS CAITLIN,,WCY8575,60.0,15.0,13.0,,,31.0,A,0.4096757392571438,0.720878450968356
367070360,2023-01-01T00:03:38,46.16717,-123.91735,0.4,178.3,511.0,SOJOURN,,WDC7370,30.0,,17.0,6.0,,,B,0.8943489914033742,0.3612442349199618
368119320,2023-01-01T00:04:23,48.0182,-122.64852,4.6,150.1,511.0,CU NA MARA,IMO0000000,WDL3204,37.0,,12.0,4.0,,,B,0.9485103668634898,0.3746451811598641
367427540,2023-01-01T00:05:49,37.9851,-90.02239,6.8,146.7,511.0,PAUL KLAUSEN,,WDF2337,31.0,12.0,53.0,15.0,,32.0,A,0.654940572679233,0.7192311494503926
311000476,2023-01-01T00:05:30,32.01365,-79.9744,14.5,51.6,54.0,MAGDALA,IMO9770921,C6CH8,84.0,0.0,295.0,46.0,9.5,84.0,A,0.48021517898420535,0.825354565360387
366985270,2023-01-01T00:04:33,37.80905,-122.4111,0.1,315.6,511.0,HARBOR EMPEROR,,WCY6430,60.0,0.0,25.0,9.0,,60.0,A,0.6497893270755672,0.37715272957555235
366982350,2023-01-01T00:01:20,28.9434,-90.05434,9.2,140.5,511.0,MS CHRISTINE,IMO9117026,WDI6837,60.0,0.0,46.0,9.0,,0.0,A,0.3903792697842358,0.7188937045347106
368027230,2023-01-01T00:06:54,47.95329,-122.30049,9.7,289.7,290.0,WSF SUQUAMISH,IMO9801782,WDJ9559,60.0,0.0,110.0,25.0,5.0,60.0,A,0.9466110919294715,0.37832095436815316
368188130,2023-01-01T00:03:08,25.67442,-80.16765,0.0,146.1,33.0,ASTRID,IMO0000000,WDM2443,37.0,,11.0,3.0,,,B,0.29472849526863726,0.8233135252991801
366997820,2023-01-01T00:02:27,29.93505,-90.3476,4.4,101.5,511.0,KRISTIN ALEXIS,IMO8635784,WDC2794,31.0,0.0,18.0,7.0,,31.0,A,0.41939507610559396,0.7157963932366534
367764570,2023-01-01T00:02:46,40.10247,-74.04206,0.0,194.2,511.0,NAUTILUS II,IMO7534828,WDJ3081,30.0,,21.0,6.0,,,B,0.7168950907356582,0.8880099009189908
338386358,2023-01-01T00:08:48,29.54756,-95.03864,0.0,360.0,511.0,GOOD JUJU,IMO0000000,,36.0,,12.0,4.0,,,B,0.40805706895441857,0.6662512415226867
367530760,2023-01-01T00:04:43,37.0402,-88.53355,0.0,281.5,146.0,JACKY L O'NEAL,,WDG3892,31.0,0.0,54.0,15.0,,57.0,A,0.6272926773602683,0.7349557656714911
338302189,2023-01-01T00:05:21,30.39316,-86.50862,0.0,360.0,511.0,DOG HOUSE,IMO0000000,,37.0,,0.0,0.0,,,B,0.4327994335239143,0.7563423801663927
368120530,2023-01-01T00:02:33,37.03932,-88.44265,0.0,360.0,511.0,PHILLIP GRIGGS,,WDL3322,31.0,0.0,20.0,10.0,0.0,31.0,A,0.627266928447282,0.7359158202203331
366772760,2023-01-01T00:07:46,47.60267,-122.40523,17.7,260.2,259.0,WSF TACOMA,IMO9133977,WCX9244,60.0,0.0,138.0,27.0,5.3,60.0,A,0.9363519057121623,0.37721472649746324
338316979,2023-01-01T00:00:30,33.74868,-118.114,0.0,360.0,511.0,CZEH MATE,IMO0000000,,37.0,,0.0,0.0,,,B,0.5309823795506814,0.42253722244495595
368242950,2023-01-01T00:03:08,28.95531,-95.35519,0.0,360.0,511.0,HUSTLER,IMO0000000,WDM8399,30.0,,13.0,4.0,,,B,0.3907277579134017,0.6629079492516645
367663560,2023-01-01T00:02:12,29.99612,-93.91532,0.0,253.1,7.0,LYNNE,,WDH8988,31.0,12.0,21.0,,,31.0,A,0.42118199214658153,0.678115361168508
366997830,2023-01-01T00:00:08,29.96162,-90.28484,2.8,359.7,511.0,LAUREN ELIZABETH,IMO8635796,WDC2795,31.0,0.0,18.0,8.0,,52.0,A,0.42017251771700775,0.7164592427799462
636015112,2023-01-01T00:00:46,28.18092,-89.28539,0.1,149.0,180.0,GLOBETROTTER II,IMO9600786,A8YR2,90.0,3.0,189.0,32.0,16.0,90.0,A,0.36806900708680307,0.7270150900719164
367330890,2023-01-01T00:04:21,29.74741,-95.17682,0.0,274.5,76.0,SAN KENNEDY,,WDE2882,31.0,5.0,18.0,7.0,,57.0,A,0.4139047056138481,0.6647918318685724
368139870,2023-01-01T00:02:08,40.64621,-74.07416,0.0,272.7,231.0,CYCLONE SHARK,,WDL5304,60.0,0.0,24.0,8.0,0.0,60.0,A,0.7328049929483091,0.8876708717548784
366961220,2023-01-01T00:07:45,30.04926,-90.53915,0.0,333.3,278.0,CHARLIE-C,IMO7237468,WDH5463,31.0,0.0,24.0,7.0,,52.0,A,0.4227368753694091,0.7137733079909914
367747070,2023-01-01T00:08:03,29.48721,-94.8593,0.4,360.0,141.0,MISS GWEN,IMO0000000,WDI9276,60.0,,14.0,5.0,,,B,0.4062912202058742,0.6681453689461114
316005724,2023-01-01T00:06:46,48.41471,-123.38595,0.0,0.0,511.0,CHARLES H CATES IV,,,31.0,0.0,14.0,5.0,1.7,52.0,A,0.9601123003727741,0.36685669902617324
367605770,2023-01-01T00:02:12,29.53975,-89.90842,0.0,288.1,511.0,JC DEVILLE,,WDH3247,90.0,3.0,48.0,,,33.0,A,0.4078285473516658,0.720434861407835
367345940,2023-01-01T00:05:07,41.63355,-70.90754,0.0,243.4,262.0,GOVERNOR,IMO8835308,WCY4957,60.0,0.0,70.0,14.0,,60.0,A,0.7616946881162914,0.921115623520048
316011504,2023-01-01T00:08:03,49.14498,-123.872,0.0,295.2,195.0,SEASPAN PUSHER,IMO8744688,CFG582,31.0,8.0,30.0,8.0,5.1,90.0,A,0.9814800943346538,0.3617232060287625
366983730,2023-01-01T00:03:59,29.04398,-88.98105,0.5,221.9,511.0,MR LLOYD,IMO8988480,WDH6207,60.0,15.0,50.0,9.0,,60.0,A,0.39332225349804834,0.7302294245207016
338444275,2023-01-01T00:01:38,25.76846,-80.19616,0.0,360.0,511.0,WAKE PERMIT,IMO0000000,,37.0,,16.0,5.0,,,B,0.2974801177427567,0.8230124124808359
316003527,2023-01-01T00:07:34,49.12368,-123.18875,0.0,300.9,511.0,BELINA,IMO5039678,CY3195,30.0,0.0,23.0,7.0,2.9,30.0,A,0.9808568535998736,0.3689394576293814
235089774,2023-01-01T00:03:17,28.52368,-93.35383,15.7,306.0,307.0,DORSET,IMO9470088,2FBC2,80.0,0.0,225.0,37.0,11.2,80.0,A,0.37809820869493965,0.684045625509864
477770200,2023-01-01T00:05:44,38.78747,-73.90321,9.3,206.6,207.0,MAERSK STOCKHOLM,IMO9352042,VRGW3,70.0,0.0,334.0,42.0,14.5,71.0,A,0.67841802189828,0.889476386882761
316016013,2023-01-01T00:07:52,49.29834,-123.02887,0.0,347.3,176.0,OCEAN GEORGIE BAIN,IMO9553892,CFK9301,31.0,0.0,25.0,10.0,4.0,52.0,A,0.9859674276250725,0.3706280552230983
367782980,2023-01-01T00:06:56,27.46086,-80.30796,0.0,192.2,511.0,ORION CONSTANT,IMO0000000,WDJ4974,36.0,,14.0,4.0,,,B,0.3469999590358202,0.8218316193173538
367390070,2023-01-01T00:09:42,29.82697,-90.00272,0.2,232.0,511.0,LANA K,,WCY9274,60.0,0.0,15.0,5.0,,50.0,A,0.4162326414288306,0.7194388972279033
367503580,2023-01-01T00:06:51,30.05158,-90.64246,0.0,240.3,297.0,DONNIE SONIER,,WDF9285,31.0,0.0,21.0,9.0,,57.0,A,0.4228047588672819,0.7126821832886717
366935380,2023-01-01T00:07:27,27.82463,-97.44551,0.0,243.4,92.0,CATHERINE,IMO8635502,WCW3931,31.0,12.0,21.0,7.0,,57.0,A,0.3576439159415031,0.6408307080576565
229099000,2023-01-01T00:02:16,23.8679,-83.76203,16.0,103.4,104.0,MINERVA CHIOS,IMO9877341,9HA5445,80.0,0.0,293.0,46.0,11.6,80.0,A,0.24186948812331382,0.7853509194766658
367493760,2023-01-01T00:03:38,29.11851,-90.20727,0.0,23.1,511.0,TYRANT,IMO9290012,WDF8333,60.0,0.0,47.0,8.0,,90.0,A,0.3955030108672117,0.7172785104516038
367543390,2023-01-01T00:07:27,28.3628,-96.5818,5.4,60.7,59.0,MICHAEL A DUHON,,WDG5108,31.0,0.0,20.0,,,57.0,A,0.37339083923900257,0.6499529161366475
367654060,2023-01-01T00:06:59,36.99871,-89.1597,0.0,360.0,511.0,SHIRLEY FRANKLIN,,WDH8040,31.0,0.0,15.0,,,31.0,A,0.6260786746332243,0.7283425846400567
316020998,2023-01-01T00:00:04,49.02036,-123.21821,8.9,296.0,297.0,OCEAN GRANVILLE,IMO9833632,,52.0,5.0,28.0,13.0,6.0,52.0,A,0.9778336971342629,0.3686283112376445
367057810,2023-01-01T00:06:50,30.00972,-90.82931,0.0,66.6,511.0,HAL J PANNELL,,WDC6552,31.0,12.0,45.0,14.0,,52.0,A,0.42157992989273235,0.7107087378271632
367162320,2023-01-01T00:00:07,41.88936,-87.62487,0.0,0.0,511.0,WENDELLA,,WDD5702,60.0,0.0,26.0,9.0,,60.0,A,0.7691797215606184,0.7445529314299258
367192710,2023-01-01T00:04:54,28.93227,-89.40747,0.0,324.3,511.0,BAR PILOT,,WDD7896,60.0,15.0,15.0,5.0,,50.0,A,0.3900536045552167,0.7257257230826687
369108000,2023-01-01T00:06:05,29.14117,-90.22191,0.0,180.7,169.0,CADE CANDIES,IMO9518957,WKBG,90.0,0.0,94.0,20.0,6.3,90.0,A,0.3961660453766071,0.7171238878047937
367733360,2023-01-01T00:07:37,35.45731,-75.39936,1.1,19.9,511.0,LITTLE TOOTIE,,WDI7903,30.0,,24.0,,,,B,0.5809771127275707,0.8736745649548194
345090012,2023-01-01T00:07:55,29.55792,-90.72089,0.1,261.1,511.0,HOS SWEET WATER,IMO9495545,XCBL6,70.0,5.0,76.0,27.0,3.6,70.0,A,0.40836020388457456,0.7118538325926796
353992000,2023-01-01T00:07:58,29.73798,-95.2802,0.0,126.0,160.0,GINGA PUMA,IMO9343780,3EFS5,80.0,0.0,159.0,26.0,10.1,80.0,A,0.41362878260309804,0.6636999678503186
367171430,2023-01-01T00:03:14,30.01321,-90.7438,0.1,269.5,511.0,HAROLD R ZEISLOFT,,WDD6330,31.0,0.0,17.0,7.0,,52.0,A,0.42168204774082546,0.7116118650490717
367696990,2023-01-01T00:02:58,29.14912,-90.20552,0.0,274.6,511.0,MARINER,,WDI4275,31.0,0.0,15.0,6.0,,31.0,A,0.3963986633973349,0.7172969933499588
316005498,2023-01-01T00:01:19,49.29453,-123.26675,9.1,40.6,511.0,SEASPAN COMMANDER,IMO7043336,CFN6637,31.0,0.0,25.0,7.0,3.4,52.0,A,0.9858559465358934,0.36811564844555655
367356580,2023-01-01T00:03:24,17.62363,-64.89107,6.2,266.5,264.0,OCEAN TOWER,IMO7717676,WDE4689,31.0,0.0,35.0,9.0,4.3,31.0,A,0.059161346199987086,0.9846595112150004
368237080,2023-01-01T00:07:10,27.82543,-97.22586,0.4,306.6,511.0,JOHNNY O,,WDM7769,33.0,0.0,15.0,6.0,0.0,33.0,A,0.3576673240442179,0.6431505758426197
431556000,2023-01-01T00:01:13,45.64075,-122.7177,0.0,215.0,295.0,ORION LEADER,IMO9182289,7JZJ,70.0,5.0,199.0,32.0,9.4,70.0,A,0.8789458746144978,0.37391452578374906
311294000,2023-01-01T00:03:56,17.85,-68.32567,0.6,260.0,136.0,DOLE AFRICA,IMO9046538,C6FS3,70.0,0.0,150.0,22.0,9.1,79.0,A,0.06578496146441098,0.9483844468205824
366961280,2023-01-01T00:00:31,29.75946,-91.72892,0.1,207.9,200.0,RITA,IMO7237470,WDH5470,31.0,12.0,24.0,7.0,,57.0,A,0.41425729016098917,0.7012073662904887
255806378,2023-01-01T00:07:35,27.8431,-97.07194,0.0,122.3,257.0,EMMA OLDENDORFF,IMO9676606,CQEG7,70.0,5.0,180.0,30.0,7.5,70.0,A,0.35818435051293,0.6447762259653671
111,2023-01-01T00:07:19,27.35372,-94.62534,0.1,290.0,511.0,BOOMVANG,IMO0000001,EB643,90.0,5.0,47.0,35.0,0.0,90.0,A,0.3438650288797466,0.6706163740313379
367720810,2023-01-01T00:05:49,41.62864,-70.91724,0.0,61.8,511.0,GABBY G,IMO8886333,WDI6650,30.0,,21.0,6.0,,,B,0.7615510208858796,0.9210131754548799
367737960,2023-01-01T00:02:25,29.96107,-90.28578,0.4,112.3,511.0,LOUISIANA MARINER,,WDI8374,31.0,0.0,,,,31.0,A,0.4201564246463913,0.7164493148231156
367642480,2023-01-01T00:04:39,39.76388,-74.11829,0.0,225.9,511.0,CAMIE,IMO8334079,WDH6875,31.0,0.0,22.0,7.0,,52.0,A,0.7069879038629221,0.8872047858666452
367360260,2023-01-01T00:02:06,41.89109,-87.60589,0.0,0.0,511.0,ODYSSEY II,,WBU4276,60.0,5.0,49.0,12.0,,59.0,A,0.7692303415827388,0.7447533916646565
368119370,2023-01-01T00:03:50,32.71231,-117.23176,0.1,360.0,511.0,ROCK SOLID,IMO0000000,WDL3210,37.0,,14.0,5.0,,,B,0.5006580602875685,0.4318551380133864
366891960,2023-01-01T00:05:44,30.39782,-81.55198,0.0,108.0,511.0,KALEEN MCALLISTER,IMO8981810,WDB3847,31.0,0.0,33.0,8.0,4.1,52.0,A,0.43293578572222774,0.8086927077678447
367016480,2023-01-01T00:04:42,33.21568,-87.56937,3.3,68.2,68.0,THELMA PARKER II,,WDC3929,31.0,12.0,39.0,10.0,,31.0,A,0.515386731116976,0.7451391033491856
316005416,2023-01-01T00:01:20,49.15529,-123.00622,0.0,224.8,511.0,JOSE NARVAEZ,IMO7003441,CY9519,31.0,0.0,26.0,7.0,3.5,31.0,A,0.9817817662583903,0.37086727673609343
367146780,2023-01-01T00:04:37,29.78471,-95.06727,0.0,221.6,117.0,ROBERT G STONE JR,,WDD4596,31.0,12.0,25.0,10.0,,57.0,A,0.4149961084029236,0.6659488613055984
368075390,2023-01-01T00:05:36,28.94394,-95.30855,0.0,62.6,258.0,BRAZOS PILOT,,WDK6524,50.0,15.0,19.0,6.0,0.0,50.0,A,0.3903950702535683,0.6634005448969669
367637310,2023-01-01T00:05:39,29.69711,-94.99538,7.0,305.8,302.0,SAVAGE VOYAGER,,WDH6376,31.0,12.0,25.0,,,57.0,A,0.41243292115565794,0.6667081387700233
352986205,2023-01-01T00:05:24,27.26825,-94.98539,13.5,145.6,136.0,PRISM COURAGE,IMO9888481,3E3945,80.0,0.0,299.0,48.0,9.1,80.0,A,0.341364165705959,0.6668136497154902
367589340,2023-01-01T00:00:01,27.84661,-97.22502,0.0,29.0,232.0,SIGNET ARCTURUS,IMO9681766,WDG9592,31.0,0.0,32.0,11.0,5.9,52.0,A,0.358287053563591,0.64315944763383
368220020,2023-01-01T00:05:20,47.33668,-122.58899,0.0,301.0,511.0,ANDIAMO,IMO0000000,WDM5872,37.0,,0.0,0.0,,,B,0.9285690041607904,0.37527391655362186
367529160,2023-01-01T00:02:24,39.88712,-75.17646,0.0,35.5,355.0,HANDY THREE,,WDG3740,31.0,0.0,21.0,,,52.0,A,0.7105939220861301,0.8760287581224417
367456960,2023-01-01T00:07:08,37.05463,-88.40875,0.1,150.6,62.0,SUSAN L STALL,,WDF4893,31.0,12.0,39.0,12.0,,57.0,A,0.6277149010129857,0.7362738603656108
338333597,2023-01-01T00:00:04,47.27126,-122.37456,0.0,229.1,511.0,AURORA,IMO0000000,,36.0,,12.0,3.0,,,B,0.9266548065612912,0.37753865249320584
366953940,2023-01-01T00:02:27,44.11217,-69.10161,0.0,231.5,511.0,STARLIGHT,IMO7731256,WDB8157,30.0,0.0,23.0,7.0,,30.0,A,0.834219427554848,0.9401892353065184
367784840,2023-01-01T00:06:29,36.83875,-76.29573,0.0,328.7,511.0,ELIZABETH RIVER FE V,,WDJ5151,60.0,,,,,,B,0.621398224495409,0.8642074131842422
368262880,2023-01-01T00:00:07,29.43847,-89.92826,0.0,242.5,511.0,KELBY JAMES,,WDN2513,52.0,0.0,17.0,7.0,0.0,52.0,A,0.4048650815479778,0.7202253181487699
368083790,2023-01-01T00:04:44,31.84051,-88.16187,4.4,188.7,201.0,YELLOWHAMMER,,WDK7372,57.0,15.0,30.0,9.0,0.0,57.0,A,0.47514908035416453,0.7388813220489784
366994190,2023-01-01T00:03:38,35.10309,-90.08444,0.0,312.8,274.0,ANGIE GOLDING,,WDC2517,31.0,5.0,32.0,9.0,,52.0,A,0.5706125900480452,0.7185757986830038
377913000,2023-01-01T00:01:19,18.33408,-64.94801,1.4,158.6,318.0,TROPIC UNITY,IMO9225275,J8PE4,70.0,0.0,159.0,22.0,8.3,40.0,A,0.07994920441710901,0.9840581305108083
303943000,2023-01-01T00:04:49,37.74145,-122.36876,0.0,0.0,144.0,CAPE HENRY,IMO7724083,KMJH,70.0,0.0,228.0,32.0,10.8,99.0,A,0.6478113423961704,0.3775999100991825
368138460,2023-01-01T00:03:40,36.80858,-76.28572,0.0,233.2,76.0,DEFENDER,IMO8989941,WDL5162,52.0,12.0,24.0,8.0,3.2,52.0,A,0.6205154464217788,0.8643131353628332
368285080,2023-01-01T00:00:22,29.2584,-94.48962,9.1,114.9,511.0,PERCIVAL,,WDN4882,0.0,5.0,29.0,9.0,8.0,0.0,A,0.39959621022817055,0.6720498020111929
367797190,2023-01-01T00:05:55,25.79559,-80.14581,0.0,253.2,511.0,UNPLUGGED,,WDJ6382,37.0,0.0,20.0,5.0,,37.0,A,0.2982739450260708,0.8235441918706511
538004326,2023-01-01T00:05:15,37.24561,-76.15341,0.0,239.0,151.0,AQUILA,IMO9594573,V7WK9,70.0,1.0,189.0,32.0,12.8,70.0,A,0.6333030003335653,0.8657105480950364
367145440,2023-01-01T00:06:36,29.76001,-91.28978,7.7,78.9,79.0,KATIE GONSOULIN,,WDD4496,31.0,15.0,21.0,9.0,,57.0,A,0.4142733832316056,0.7058454119954223
367063060,2023-01-01T00:01:13,38.78842,-75.1614,0.0,154.3,352.0,HUGH R SHARP,IMO9388443,WDC6908,90.0,5.0,44.0,9.0,2.7,90.0,A,0.678445819020254,0.8761878166648571
338427575,2023-01-01T00:03:21,37.76718,-122.28651,0.0,360.0,511.0,RABBIT HOLE,IMO0000000,,36.0,,0.0,4.0,,,B,0.6485642054997338,0.3784686063218694
367333780,2023-01-01T00:05:26,40.024,-80.73398,0.0,286.4,511.0,COLIN ROBERT MURRAY,,WDH3372,31.0,15.0,18.0,7.0,,90.0,A,0.7145990484606246,0.817332142541802
309942000,2023-01-01T00:03:16,34.4541,-75.56985,20.4,24.5,23.0,DOLE CHILE,IMO9185281,C6QX4,70.0,0.0,204.0,32.0,10.2,70.0,A,0.5516230593219842,0.8718739081887901
368130780,2023-01-01T00:08:13,47.587,-122.66452,0.0,246.4,511.0,HALCYON,IMO0000000,WDL4373,37.0,,16.0,5.0,,,B,0.9358933995002372,0.3744761946606181
367703000,2023-01-01T00:03:15,24.0288,-81.6935,16.4,93.6,89.0,OVERSEAS LONG BEACH,IMO9353527,WAAT,80.0,0.0,183.0,32.0,12.2,80.0,A,0.24657744278181887,0.8071980221820129
368163520,2023-01-01T00:02:24,29.90538,-90.10806,0.0,152.0,270.0,WALLER,,WDL7792,57.0,12.0,219.0,18.0,2.9,57.0,A,0.4185269280961605,0.7183263323634917
368085790,2023-01-01T00:08:03,29.74308,-95.09756,0.0,176.2,62.0,BELL,IMO1186064,WDK7580,57.0,12.0,115.0,34.0,2.5,57.0,A,0.4137780092579046,0.6656289487392129
367327250,2023-01-01T00:06:49,46.16855,-123.91403,0.0,13.0,511.0,ENDEAVOR,,WDE2605,30.0,7.0,19.0,6.0,,30.0,A,0.8943893703805574,0.3612792996185554
338341000,2023-01-01T00:06:52,30.19385,-89.01119,0.1,332.9,176.0,HARVEY CHALLENGER,IMO9780835,WDI2331,90.0,0.0,60.0,,,70.0,A,0.4269675973338171,0.7299110962027467
367765930,2023-01-01T00:04:45,35.37858,-90.0776,3.7,32.1,22.0,SCF VISION,,WDJ3219,31.0,12.0,,,,57.0,A,0.5786734628191548,0.7186480404114315
367761720,2023-01-01T00:00:45,29.98061,-81.64697,0.0,360.0,511.0,MISS ALEXANDRA,,WDJ2786,31.0,,13.0,,,,B,0.4207281675551992,0.807689456045133
369303000,2023-01-01T00:03:36,26.11225,-80.10802,0.0,334.6,511.0,DEEP STIM III,IMO8136544,WDB4681,90.0,,64.0,13.0,4.1,,B,0.30753945728313853,0.823943316858558
367712180,2023-01-01T00:00:05,34.74884,-92.24055,0.0,360.0,511.0,JEFFREY LEE,,WDI5793,31.0,15.0,14.0,,,31.0,A,0.5602471895646679,0.6958037061274083
367702420,2023-01-01T00:00:42,31.15462,-87.97533,0.0,294.6,224.0,SAFETY FOREVER,,WDI4826,31.0,0.0,21.0,8.0,,52.0,A,0.45507985089038566,0.7408514933970639
316028909,2023-01-01T00:07:40,49.22214,-122.83969,0.0,12.4,511.0,QUADRANT COMMANDER,,,99.0,0.0,,,,99.0,A,0.9837378058414921,0.3726261093435592
367145620,2023-01-01T00:01:14,29.2572,-89.35538,0.0,245.3,511.0,LANDON JAMES,IMO8978265,WDD4508,60.0,15.0,39.0,7.0,1.8,39.0,A,0.3995610980740984,0.7262758797542769
367308990,2023-01-01T00:06:53,27.82008,-97.43188,0.0,52.0,293.0,SAWYER WILLIAM,,WDD9255,31.0,12.0,26.0,9.0,,31.0,A,0.357510782357313,0.6409746634317017
367049010,2023-01-01T00:03:41,29.87848,-89.89943,0.1,220.5,511.0,MISS TERRY,,WAO2809,60.0,15.0,12.0,4.0,,30.0,A,0.4177398306423768,0.720529810697099
368158910,2023-01-01T00:07:07,30.18208,-86.01126,6.8,290.4,511.0,PATSY K,IMO7047629,WDL7295,31.0,15.0,30.0,12.0,0.0,31.0,A,0.4266232056226262,0.761595325495458
414585000,2023-01-01T00:02:04,30.053,-90.56209,0.0,125.5,280.0,FEI JING,IMO9592032,BOVZ9,79.0,5.0,225.0,32.0,10.2,79.0,A,0.4228463082496006,0.7135310235976973
316013215,2023-01-01T00:04:35,44.52849,-88.00977,0.0,208.0,7.0,ALGOCANADA,IMO9378591,CFN5193,80.0,5.0,129.0,19.0,7.6,89.0,A,0.8464010042076064,0.7404877499574366
368255870,2023-01-01T00:04:07,26.88033,-80.07299,0.0,239.7,272.0,PLAN BE,,WDM9777,37.0,1.0,23.0,7.0,2.0,37.0,A,0.3300135766995746,0.8243132916753448
368243490,2023-01-01T00:04:40,38.87849,-81.91105,7.2,309.1,511.0,OHIO,IMO100529829,WDM8463,31.0,0.0,52.0,14.0,3.4,31.0,A,0.6810812787846512,0.804900333875076
367456770,2023-01-01T00:08:33,30.21239,-91.31864,0.0,9.9,197.0,COUSHATTA,,WDF4876,31.0,12.0,21.0,8.0,,57.0,A,0.42751008011423147,0.705540602597407
367741150,2023-01-01T00:03:36,47.58987,-122.34568,0.0,199.3,356.0,CAMERON,,WDI8688,31.0,0.0,28.0,9.0,,32.0,A,0.9359773760687262,0.3778436731243451
367127830,2023-01-01T00:04:39,36.83219,-76.29416,6.2,167.2,511.0,NIKKI JO C,,WBA5546,31.0,0.0,17.0,7.0,,52.0,A,0.621206278053148,0.8642239949844808
369990374,2023-01-01T00:02:27,40.61256,-74.06013,0.4,89.1,511.0,CG29374,,CG29374,51.0,0.0,8.0,3.0,1.0,51.0,A,0.7318203896278697,0.8878190517914049
247440400,2023-01-01T00:06:24,33.08543,-78.12629,16.5,238.2,239.0,GRANDE FLORIDA,IMO9782716,IBRH,70.0,0.0,200.0,37.0,8.8,70.0,A,0.5115755993937301,0.844873667805495
316024256,2023-01-01T00:00:36,42.86525,-79.57329,0.0,293.1,511.0,SHARON M I,IMO9084059,CFP2006,31.0,5.0,34.0,10.0,5.3,52.0,A,0.7977343882584957,0.829590951279925
368141680,2023-01-01T00:07:27,26.25264,-80.09075,0.0,273.7,511.0,SOUTHERN MISS,IMO0000000,WDL5498,37.0,,20.0,6.0,,,B,0.31164728670829406,0.8241257166611817
316024256,2023-01-01T00:06:37,42.8652,-79.57332,0.0,293.1,511.0,SHARON M I,IMO9084059,CFP2006,31.0,5.0,34.0,10.0,5.3,52.0,A,0.797732925252076,0.829590634430239
367508440,2023-01-01T00:04:32,29.75088,-95.10009,0.1,299.7,238.0,GEORGE ALLEN,,WDF9749,31.0,12.0,23.0,,,57.0,A,0.4140062382593734,0.6656022277490197
316042365,2023-01-01T00:01:04,49.30962,-123.08356,0.0,36.2,33.0,BURRARD CHINOOK,IMO9834959,CFA3218,60.0,0.0,34.0,12.0,3.3,60.0,A,0.9862974818733505,0.37005043824536243
367474790,2023-01-01T00:07:24,29.14596,-90.21285,5.9,61.5,511.0,CROSBY PROGRESS,IMO8991712,WDF6489,31.0,0.0,22.0,11.0,,31.0,A,0.3963062013916116,0.7172195764099917
303272000,2023-01-01T00:00:03,32.70619,-117.23615,0.0,191.5,125.0,ROBERT GORDON SPROUL,,WSQ2674,90.0,5.0,38.0,9.0,2.9,90.0,A,0.5004789883018006,0.4318087723426558
367688280,2023-01-01T00:08:45,29.51686,-94.51186,7.2,67.6,60.0,LOUISE CENAC,,WDI3433,31.0,12.0,21.0,,,57.0,A,0.40715878301273983,0.6718149107772409
366960890,2023-01-01T00:05:48,34.71979,-76.69476,0.1,286.9,511.0,CAPE HENLOPEN,IMO7303889,WCJ9409,31.0,0.0,30.0,9.0,4.3,52.0,A,0.5593971828348383,0.8599929955096063
241734000,2023-01-01T00:07:17,29.15642,-94.52293,0.0,22.0,102.0,MINERVA ALEXANDRA,IMO9892999,SVDK2,80.0,1.0,249.0,44.0,12.0,80.0,A,0.39661226233460717,0.6716979932430749
636013156,2023-01-01T00:08:04,28.88014,-89.33151,0.0,213.6,102.0,EVRIDIKI,IMO9318137,A8LA4,80.0,1.0,274.0,50.0,17.3,80.0,A,0.38852827406206664,0.7265279864878397
319060200,2023-01-01T00:03:36,34.80644,-76.68093,0.0,255.2,292.0,GRACE OF TIDES,,ZGDR7,37.0,15.0,,,,37.0,A,0.5619325729601303,0.8601390632148922
367680520,2023-01-01T00:01:11,27.02922,-82.77353,8.1,179.0,511.0,FORTUNA,IMO7947271,WDI2670,30.0,15.0,20.0,6.0,,0.0,A,0.3343701172160743,0.7957911166332146
316005813,2023-01-01T00:04:50,49.12452,-123.18809,0.0,360.0,511.0,PENDER ISLE,,VG9704,30.0,15.0,21.0,6.0,3.0,30.0,A,0.9808814321077239,0.36894642832247526
368150340,2023-01-01T00:01:12,40.00173,-80.73986,0.9,1.5,4.0,AMY PASENTINE,,WDL6398,31.0,12.0,37.0,11.0,3.1,31.0,A,0.7139474254013027,0.8172700400033291
